niche,channel_id,title,subs,total_views,video_count,age_days,passed_gates
math,UCt3Y7vIGD7biDU44nfW5cWw,Mathematical Tactics,271,34046,29,1219,0
math,UCQEiEoIboTXodBToo_Y3wJA,Exponential Mathematics,7070,894186,490,2266,0
math,UChPErknCSh-qsp9aO5Dqh4w,Check yourself. Physics.Mathematics,1150,89289,182,1197,1
math,UCHG9DJeXkOfCVoW2rJOw6qA,Mr. Mathematics,3520,237307,295,3105,0
math,UCkO6HhYJXvglTyer4QjZf_w,Visual Mathematics,25,6737,11,555,0
math,UCLnGGRG__uGSPLBLzyhg8dQ,Oxford Mathematics,734000,75379311,583,4514,0
math,UCxjneouAILdoo6eXEG49AiQ,Mathematical Visualization,259,1581,5,3908,0
math,UC87DKIznJAqqG-rSt-DSgfA,Mathematics Infinity,5040,938203,399,2952,0
math,UCtBtcQJ8_jsrjPzb8i1tOsA,Mashup Math,199000,37937008,156,4180,0
math,UCnIWt-gbWdAiZAV5xi9Zf9w,mathematical analysis ,0,0,2,5,0
math,UCc0mgUbWeVc_lNmMnawiv4g,Viral Maths ,572000,50277975,227,1328,1
math,UCuDg-ezFuAfjlHWsoTlZMVw,The Hidden Library of Mathematics,6800,186327,603,1929,0
math,UC9-GK3UiETkWRdNWO3kKDcA,Mathematical Pathshala IIT-JAM/CSIR-NET/GATE,44200,4501732,1520,3899,0
math,UCakE9NFBpuVvMgkzIF2dABw,Bhanzu,350000,26875022,702,2249,0
math,UC_jLqERqlULluiHG7KLjtSw,Mathematics With Sam,2790,112544,126,1133,1
math,UCCaBApx1_1sDLuOMAwLVGIQ,H.D. MATHEMATICS,120000,17924732,2496,4297,0
math,UCIQOlaAXd4XHnHd8B0-ARfA,BASICally MATHEMATICS (MJ Classes),17,615,10,120,0
math,UC2GmakTWLt-oFBZaPm7jF0g,Newlex Mathematics ,162,4837,48,1501,0
math,UCoHhuummRZaIVX7bD4t2czg,Professor Leonard,1200000,96406519,1212,5463,0
math,UCemOQV6MNv8bXygIu7uwV0A,Why Math ,2,141,3,9,0
math,UCY-ywrKyfsSFF1tILNH1pNA,Math with Mr. J,1960000,329142732,1573,3101,0
math,UCZDrsuFdnAVYsIJvYdDm6_g,Department of Mathematics [LK] ,38,4881,32,117,0
math,UCoTo2gtN527CXhe7jbP6hUg,Visually Explained,83300,4565132,31,4717,0
math,UCpKKbShiV_ZwhMsZxYCJgSA,Mathematics Brain 1M,961,500766,1695,1025,0
math,UCevEKNdw7dxfcwN1IsYKq2Q,Syal Mathematics,58500,9754940,1399,2366,0
math,UCM6s-ctN0kZYqDF5R7-XgjQ,Mathematics Analysis Sujeet sir ,35,2357,140,222,0
math,UC0dICOO1OjU6TAr5LCnyTew,The Mathematics Lab,148,440,2,376,0
math,UCA64cNuj60G3TZ4xbWTsyfQ,Rebuilding Mathematics,220,3514,14,515,0
math,UCUSxTCklIRJJhQGtKiDwJrQ,Mathematics Analysis Class 10,2660,104165,239,372,1
math,UCXRmNJ0ptXqKjVLL10sKdIw,Mathematical Adventures,16100,758603,530,2011,0
math,UCMXjU1rgAubknkA7u-WfDhQ,Math Animated,0,34,2,6,0
math,UCFb7U2SABz8D6dR4UFCVilw,All About Mathematics - Nitin Goyal,105000,15995290,1682,5430,0
math,UCokuhoh5N_B0ZxHcEU_EWbQ,Math with Professor V,71300,8957753,1568,2410,0
math,UCQBJ3krR_RiEL8lawV8CM7g,Mathematics Visualised,878,62743,1,257,0
