niche,channel_id,title,subs,total_views,video_count,age_days,passed_gates
cars,UCowV4JpzwxnbhMvN2pN_09g,SR bike and car garrage & Automotive finishes,19,1578,5,1967,0
cars,UCCSOpVi5a-WcQbuZI-Df7EQ,CarWale,311000,200431310,2671,6613,0
cars,UCRyh9G2fjWQ7pcfd2gwbTQg,Afto The Entire Auto Solution | Car modification,49400,18015780,1114,2562,0
cars,UCSXOsOIzeJqJb4h0QlimDww,MotorOctane,5260000,3103720553,4155,4959,0
cars,UCqe3UH-ZOCK-VtUDxrgWjXg,Kingly Car - The Global Automotive Industry,6,252,9,1212,0
cars,UCqy-Bg1_2UIAxKjoo_jg86w,Car Help Corner,240000,67448121,617,2188,0
cars,UCkp0XjuPfzLaayw4bS3b_Tg,ET Auto,39400,8498635,2375,4576,0
cars,UCttmkcua1dtect8z0RhCTZw,Cars Explained Differently ,123,55671,4,80,0
cars,UCg0fh5NKq1texA56gCZ6CMQ,Cars Explained,20300,3753404,39,1043,1
cars,UCajprHSveQ7onQCrYH6p9Ig,Karma Automotive,3600,201,2,3955,0
cars,UCTH03chB4PrMBQf6iK7eDCg,How a Car Works,223000,6932556,22,3436,0
cars,UCv5-xxhfzc7OSoiUYc8Vgvw,    Auto Decode,0,0,1,14,0
cars,UCBXejFND7rt0Z8JW_8dGYMg,Car Auto Insider,183,56287,42,540,0
cars,UCes1EvRjcKU4sY_UEavndBw,ChrisFix,11200000,1928976321,413,6572,0
cars,UCEN2nlTINJU-Ycp1EzxuLQw,Auto Cars Play,416,112593,350,526,0
cars,UCErk3MROUXIHKUGfWyxe30A,Farooq Auto Electrician And Car Ac Service ,4150,455960,433,3778,0
cars,UCl3zJhrd5phKX640RV2yZNQ,cacaca | Auto Detail & Car Care,2330,1339386,88,1002,1
cars,UCu_6jnF3y4drawXmySsapmA,TOI Auto ,38200,43542790,1119,2175,0
cars,UCiLYSOEmbH5cVD7aoWbFcoQ,Pepe Explains Cars,5530,515705,13,103,1
cars,UCy-FOeN-HxrFueHB9Jd8saA,V3Cars,660000,174134641,1908,2501,0
cars,UCYlCxkYpdwCmIozec00IHgA,ATP-24-CARS- AUTOMOTIVE TECH PARK🚘😍,17,1531,25,1548,0
food_science,UCkr6thj7-o0BlKVXhNmtbLA,Taste For Food Science at NC State University,22,2649,4,1426,0
food_science,UCcDYDmbLAlC93gYmyzKNOoQ,FOOD SCIENCE EXPLAINED ,17,3891,5,1019,0
food_science,UCm3yS6F6rg5syltJFcjIjFg,Food Scientist,107000,6400427,149,5310,0
food_science,UCzkHGYyOIL5lmEUq5rsk87w,Food Science,1,17,10,37,0
food_science,UCWowi3s4_bclSwJ7gVkJrYw,Food Tech Explained,255,24440,13,3542,0
food_science,UC08UIEAeaEcmV4uvW90qoBA,Swa Education,127000,13163539,1544,3706,0
food_science,UCIllFugXQSo1PcOD2mZgKFQ,Vangala's Food Science,5760,5535834,218,2058,0
food_science,UCtHKbmyejDJwQRYlkapahaw,Food Science Institute at Kansas State University,20,1005,3,3928,0
food_science,UCAOyLb3NcbDgaYfvnRJdtWA,Nutrition Explained,4,166,8,2738,0
food_science,UCvhD3KK6mOrw_yJPmeOgwhw,Favourite Food and Nutrition ,2,66,2,1287,0
food_science,UC9iQrauUtmPvi0w7BX38_pA,Food science with PJ In telugu,2,67,4,297,0
food_science,UCbubBrQnNqi1eEgpZLALHxA,Food Science & Technology,68,2544,19,2208,0
food_science,UCc6M_gdVXoYeVe42BATo_HQ,Food Tech 360,63000,4721862,587,2278,0
food_science,UCH8l61AUOJ77VCavO7X09Kg,science behind food ,36,913,6,58,0
food_science,UCv4lkgYJoQo_kU6__ygaFhg,Bits of FoodScience,17,956,6,349,0
food_science,UChPIyV_W6aYiMDZAebAeEwQ,Food Science Plus (کانال صنایع غذایی),750,235452,154,1673,0
food_science,UCOBmxmWH92jM7o-Nc9fmThw,Food Science World,34500,6631417,153,213,1
food_science,UC0efA_bCPJ4D1XR4gJmAI6w,The Science of Food,0,33,5,129,0
food_science,UCGvLZTLkEfsBWAriSABTb1A, Stephanie Johnson Real Food Science,234,40882,319,847,0
food_science,UCbWTwx22GPH8eMov95F-rTA,Food Science Explained ,90,30116,38,309,0
food_science,UCZeQ0Ey3sEOdBjKBo3fR9HA,Institute of Food Technologists - IFT,5130,535293,586,6320,0
food_science,UC-9kxusdvCMiwBLviP1q1hw,Food Science Made Simple,118,9715,25,282,0
food_science,UC2Z2_uBs_iRSOX2lntky3cw,Food.Explained,9,5718,19,214,0
food_science,UCwXBWkRS1_2S19L4FciKm_Q,Food And Nutrition ,25,377,11,1220,0
food_science,UCI450BnRqgDeg5i67h-IMtw,Food Science Cinema,638,227558,110,1211,1
food_science,UCZzQdpvLbJqxUOTvUwOma4Q,Cook the Science,1260,21027,12,666,1
food_science,UCLBIcGNjeGY6fjSzBgeSJxw,Nutrition Explained,24,12075,14,50,0
food_science,UC5ssXkdxEILvNYxI2zJZghw,Simplified Food Science,720,36156,15,3447,0
food_science,UCIeclg1FR6DQjp8WEmQqlyA,Food Science Explained,2,1514,1,378,0
food_science,UC4AguKwAujxlBzqwz5oYk4g,The Food Science Hub,64,4262,24,4924,0
food_science,UC_dd0cOcMst-5MffvvIIiWw,FOOD TECHNOLOGY,157,2192,33,91,0
food_science,UCRzqYRN23caQ-top1IIthrw,Food Science and Technology,2580,122848,66,1783,0
food_science,UC1kGDZ_JBKmvNwXc397cFow,Food Feeds,1640,48961,102,1568,0
food_science,UClD6Lp9W9T74JH2Ng8937MQ,Global Food Regulatory Science Society,1120,65898,792,1864,0
food_science,UCACU6FM4RgOgX0IHB7dudFA,Science and fun,9640000,7708285667,884,4781,0
food_science,UCv4rAGty_0myUd3Wda-2xUA,Food science,15,0,0,2406,0
food_science,UCsb26ITnYA28h6FebnuzcWA,Abbey the Food Scientist,157000,4014106,290,2363,0
food_science,UCkssayDBZXWJs56bGlGQBpQ,Food Science Tutorials,502,43502,15,2129,0
food_science,UC-YciVCZRGkPJK6svywdGPA,Food Science,51,3848,3,1399,0
food_science,UCayCdNihczgaiCm1ykoXDhA,Food Science Universe- FSU PVT LTD,8460,513566,438,5127,0
food_science,UCq7Uf9tVuh12YesQajazdtw,Easy Food Sci & Tech,87,4049,20,2447,0
food_science,UCLyJ-6AQM1aVM40WAh_oe0g,Food Science for Life,41,4866,13,234,0
food_science,UCeAf5O6lpac-r0QP5BOcVmQ,Food Decoded ,33,16943,34,223,0
food_science,UCZ904zTDZXpOzNpqc8g9p_A,food science 🧪,4,166,7,421,0
food_science,UCjDMuGtS8jVlknseldP-aTQ,Food Science Lab ,0,27,8,60,0
food_science,UCLsyhqpEVFh0F9AeJGeINRQ,Smart Food Science,910,176898,43,357,1
food_science,UCDyF8_wGaZ4T0tAUCYpR0gw,"BSc Food, Nutrition & Dietetics.",117,2053,25,4067,0
food_science,UC9wwUJa5i8sPUSVPA369CGA,Food Impact Science,27,11629,11,235,0
food_science,UCz5bMRS6CDnmirp3G143ckg,FOODSCIENCE-TECHNOLOGY ,260,24265,90,713,0
food_science,UCwMyREgtn650b6Uc1AhWGHA,Tech behind Food,4250,384062,62,2207,0
ocean,UCHnxVFJyDITPjfwog4WDzYg,Mr. Science Secrets,0,26,7,692,0
ocean,UCKq4k3N4dWf6GV9BIACwopw,Deep Sea Breathless,0,535,9,79,0
ocean,UCKcGE1YyhOH1Ilt0p245rNA,Ocean Leviathan,2,1277,2,248,0
ocean,UCo3Gay-oJFZwWicjQIshjHQ,Weird Nature Explained ,375,58149,9,64,0
ocean,UCknwtM-7GXT5soPIsBlLLFg,Ocean Zoom,30,41322,38,245,0
ocean,UC415bOPUcGSamy543abLmRA,Cleo Abram,8470000,2998231850,597,5384,0
ocean,UC115-4wAQJQZjq9_piCnuEA,Oceanmentary,48,27073,33,945,0
ocean,UCn7WBZICOj7GnvC4xjTB-PQ,Lumos Explained,6270,428361,52,397,1
ocean,UC5tf8vfq1EmJLhicWCAtmyQ,White Leaf,5,1067,2,759,0
ocean,UC6MtcTu0sUo5YFuUozLXM2A,Learn Wildlife mystery,42,6764,17,70,0
ocean,UCHnGYXrINOR0J6Rv1DszKpw,Clipzzz177?..,9,8479,9,466,0
ocean,UCzR2tWudohhoPTAGk7hpp-Q,DeepTruth.,1,315,2,109,0
ocean,UCV3cRKQxZhT0DeDxUs_lfQg, Deep Sea Slumber,47,10184,22,4899,0
ocean,UCs5XIK7zFiLlRlmUl-nhoiA,InfiniteWild Facts,19,5317,14,12,0
ocean,UCEVvmKYnozAFduR20ytTYSA,Deep Pulse Explained,43,3617,52,2353,0
ocean,UC3_H98ZINzMGlNOT_jg1HDw,OceanX,609000,189194340,610,3198,0
ocean,UCzXpJub6qs5O8OT-xYgiIOA,DeepseaOddities,323000,42689367,285,4353,0
ocean,UCHXF5WLVtArKwFkCbGJkGIw,OceanBingo,5,193,8,229,0
ocean,UCZaERrz1Qv2g8bbuwGKOBrw,Deep Explained,5,236,1,618,0
ocean,UC-8Iud9gDTEmMOEhYHap1SA,Core Animal Facts,7,1439,4,64,0
ocean,UC5hxA0oLaqpP9VD7GdP3NWQ,Science Hidden Files ,1550,777120,24,144,1
ocean,UC8ag1kh5Sar9hMdPaJat_5w,WTF Facts Daily,78,38765,37,274,0
ocean,UCay-zySslOYF6Tlj3ZiX0FQ,Cryptid Files,0,36,1,3,0
ocean,UCpPJU-8IxkanUHmCvKb2BkA,BeyondTheKnown101,6,28,1,73,0
ocean,UC3mIAAgcpcENyl1S-qh97zQ,The Deep Analysis,81,25526,14,79,0
ocean,UC9GXHFcXtPOfFSFZgHsg2Aw,Deep Bible Stories,672000,74059972,255,4382,0
ocean,UCX4q4hcvxBOwSsCM9Ry9y0A,Hindi Science Fact ,22100,5761547,139,429,1
ocean,UClo5iuOXL99eJB_LGvtX-Yw,Deep Sea Enigmas,36,199,6,2185,0
ocean,UCXLLQkbYE-G9jYrra7R4Qsw,Octonauts,2050000,2436421803,1907,4194,0
ocean,UC5Nb0bB8Z1lBatcTqJdTLYA,Ocean Nightmares,6,1157,5,132,0
ocean,UCflLXCMNPbeMdhBYU4nf50A,Deep Explained,6170,804951,21,85,1
ocean,UChx9o9Wr_Z_sSbxRuofiOUw,Deep Ocean Mystery,10,2022,39,236,0
ocean,UCM5bSVMsOhj6D6kxBCdySTg,WildMysterX,28,24229,32,87,0
ocean,UCyrxJ7Gc13Rd1zR6XPBB31g,Curioxze,84,11013,10,373,0
ocean,UC0fr-OZ8tUusW1cpMCxGo1Q,Knowledge Vault,80,15258,29,53,0
ocean,UCLmX00mwNrTYR8lqXQMhbAw,Reef Brief,3,157,3,1045,0
ocean,UCdFaWN7LfnkBW5sl7LSewFA,The Deep Wilds,54,10839,12,182,0
ocean,UCByNmGOO4Jv66CKT_DEtVcw,Deep Explanation,1,25,3,1041,0
ocean,UCzHd9nTEh-qCRHFaP5YoxZA,Animal Files,64,18928,32,82,0
ocean,UCve8lGAM_9x15YgZVXeqU6w,Animal Lover Planet,1,264,39,548,0
ocean,UCSlWcX9KAxIqsvnoYwIpWOA,Here Why yt,2,60,2,158,0
ocean,UCILQQCPsGZcnHLlzleLLDkw,Deep Sea Explained,26,9723,15,225,0
ocean,UCd3ge8KvRbKRlBqTLGK_Uhg,Amazing Facts Hub,28,8359,29,45,0
ocean,UCMWIrbiK0-RH_0dkzPqi2bQ,NovaMystHQ ,10,3909,16,15,0
ocean,UCaoT-6hNy-fe9SEgeb2Vmlw,CartyTV,0,0,4,3,0
ocean,UCXK7nDvYZeUfDlINZkBO_MQ,Tracing Realm,0,193,1,207,0
ocean,UCDyfIwqjw2zSB-ZkUs6Yidw,Shary K – Reacts,37,0,1,511,0
ocean,UCm9WpPVYd-oOB81JkA_FbFA,KesitKareFilm,14,2863,15,8,0
art,UC-PU_3_rZquXxQ_ZRXLjAOQ,Lillian Gray Art and Art History,7900,865075,137,3383,0
art,UCSWdtggn4s1uG92diBbtZng,Frankie Fey,455000,28336502,45,3437,0
art,UCY6sxs6txl_dnSK5MfNB-3g,Modern Art Explained,70,20193,36,524,0
art,UCD0yYUsx9vpuhu2dkk8_a9w,Art History with Travis Lee Clark,53900,1958888,97,4351,0
art,UCzsugJ1987kccEbCoGMcf0g,Art History TV | Original Art Documentary Series,1030,200349,59,2045,0
art,UCuxBWHmGEdmGX1utApN19ug,Paintings Explained ,1550,648462,84,73,1
art,UClUA1p4Cyzz2IMJoXCQu6eQ,Art History School,208000,10094815,69,4556,0
art,UCYEIfebZwFvjGbi2ybsJF9A,Art History 101,24300,2801012,1434,3696,0
art,UC52aK_hMKc7A4FU_r1dxJPA,Art History Hindi,12,1191,13,267,0
art,UCqTHx0ObkFZ97KO2SWUuz9w,Shawn Grenier | The Canvas,578000,33673641,244,2983,0
art,UCWw7dAYS7jIm1A_cyH5GGHQ,Art History by Rupam ,21,1946,7,26,0
art,UCM-3ayB6HFZDFvWBIbAJK8A,Art Explained,215000,83790,91,3263,0
art,UCZp8zGMGZhEs8MUFn9eAynA,Art History Story Time,10100,395530,55,4693,0
art,UCZQTVQgqcq14A8osvpUYY1g,The Art Anatomy,182,35167,17,544,0
art,UCxXUhZJvHjOT1eBrggp1VfQ,The Art Explained,0,5,7,39,0
art,UC_4cXM1HRHQSZru7TwWX3lA,Art History with Kate Chase,356,23292,68,1001,0
art,UCKY3b4yMf1lSUQ_9aNRJAaA,Art Uncovered,3420,1085026,53,64,1
art,UCX8fJP9bDEXQ2UNf1sUWhhQ,Painting Explained,15100,7878949,26,2638,0
art,UCZ3hcGoYGPLv5S_RFjCBBQg,ARtHistory,28300,1201397,68,2297,0
art,UCdK83OO4mG8wz4jylrZObOg,Painting Explained,997,356443,31,779,1
art,UCzrJ4JvglY_E6Rmb22z1X6w,Stroke and Soul,15,939,6,30,0
art,UCqQtvJhuczdEpOFNb0YggHA,Art Revealed,17,6861,31,327,0
art,UCbHZlpq-OPGxZPvwEVD-QAA,Art History,67,37401,106,223,0
art,UCfHTVhEoQcc8-DqSvTVrxDg,Art Explained | العربية,18300,4822452,66,62,1
art,UCxz_m-eh5BVAOu3-L_IEbnA,History Through Art,5,77,1,238,0
art,UCkw2Y1aiA37WqVCi8GbYTjw,Painting Explanation ,0,2,2,49,0
art,UCN8V_pO0xOFKLL4XG1tshnw,Perspective,520000,108237727,528,2316,0
art,UCBlYb20f82i7RFHEl7wqQ4g,Art History Girl,3850,239902,26,5373,0
art,UC9rsHbQTZGD6zVImSzjw7ew,Art History & Culture,29,8067,12,35,0
art,UCAc-LFdhG8elbCCHvWjBxlw,"Art, Joy, and History",8200,16557994,105,434,1
art,UCrHdxBskjEW123d-jC1b5pw,ARTS EXPLAINED,5,980,4,2038,0
art,UC7GBwCxSPKsN4W13OgOe9sg,"Art History Explained, with Chris Karr",7,393,3,4954,0
art,UCD84SBXxSKlEf5Slb7AEwGA,Fleet's AP Art History,13500,1293241,59,5156,0
art,UCKK7d5tdhiUy3Zmloiua8oQ,FINE ART EXPLAINED,994,115340,18,1332,1
art,UC3R-xanNgtoa8b7gpVexVlA,Smarthistory,372000,95806181,1462,6311,0
art,UC8yNHb12ZRSwYr-3AhYa1iA,Artevist,8,9467,9,281,0
art,UCZNStI0lZrdJtQed7h8Ha5Q,Narrative Art History,23200,788662,17,1284,1
art,UCANp2YejdjMHJ4rIuce93oA,History by Mae,1870000,2905622167,981,857,0
art,UCW5HvSYsqs3y83DP1ovvF3A,PaintingsUnlocked,86,88842,20,44,0
art,UCGq7ApSypsAdUMTvp1pOx_Q,Story Behind the Art,16,7812,5,146,0
art,UCncozhn8sucJkgEivrp3uTg,Art Explained,167,33596,14,3549,0
art,UCc-Ry6S2Crsr3NLTmjmGvGA,Painting explained ,2,93,3,64,0
art,UC4agw5e3OBtb76dxr02XufA,Painting Story,24,33362,20,467,0
art,UCy9GRpSuLiNjwmmPwTs0Bow,Paintings Explained,364,183213,66,113,0
art,UCERNaxvBhjPUxKth0do1f1A,Straight From The Art,413,45982,28,362,0
art,UCHH2vhhi45Ar3fOl7SmUvnA,Art Deco,511000,51859124,65,2390,0
art,UCs4mRAiIBYBPf5HazqTuUmw,Art Demystified,15,15285,13,139,0
art,UCEgv2Yegp0egKBiFvwKf2zA,Paintings Story,255,161876,32,88,0
aviation,UCZrG9L1V46qzet1UWsuG64Q,The Aviation Files ,15800,13344117,29,91,1
aviation,UCFofTDnibDbYWYxEjQdFzZw,Aviation 101 With Laura,15000,1872418,462,7328,0
aviation,UCdFCoHlgo0eepE50BiWA7DA,Aviation Briefing,11600,24472851,63,379,1
aviation,UCeIbI1DrcHCWSMKV0Bzy9xw,Aircraft Design Toolbox,20600,1058413,42,787,1
aviation,UCTbEtmAsXnsLTQ823rMl1LQ,Everything Aviation,4310,453540,14,2219,0
aviation,UC26SMqZS2zTLiAGmovNB62Q,Aviation Explained ,0,12,2,787,0
aviation,UCQQiToAUzYWQl8eGjq-8_gw,Aviation Uncovered,3,623,9,2811,0
aviation,UCm64eitQ4ZRTJ-6LPH5RnFg,Stig Aviation,142000,19318196,175,1988,0
aviation,UCMCIeVFsT8TIwLcyBc_Vv4w,Aviation Minutes,1730,1865328,135,212,1
aviation,UCi2yEB9SqMV971pz8sDaKXw,The Aviation Hub,38,13923,36,21,0
aviation,UC_v69VbzRvzimBLhLcGXkuQ,5 Minutes Aviation,1740,212494,163,907,1
aviation,UCEMPLMP4E-Zg8vqwijc1WLA,Jet Explained,27200,17066376,46,1190,1
aviation,UCvr9KT20TpS9zfgtAQbrUGA,Aviation Aircraft,57,31724,33,4227,0
aviation,UCBeZYVlqOeSSlrBSXl4aTig,Pilot Debrief,1030000,735029706,289,1351,1
aviation,UCw5OKBNC_ug9vpRvu4Lm1CA,Aviation Nerd 🤓,21200,13402015,586,1102,1
aviation,UCIuZP5f233A2xyNmkAQLT2Q,Aviation History,2,449,7,22,0
aviation,UChWpIv8uHUNNn-j6U7KbpNw,How Aviation Works,47,336,9,699,0
aviation,UCpM4zrZ9c_apiEj6CApj2yw,Found And Explained,876000,274237702,390,2357,0
aviation,UC_ChdwB3-d8CfWi53A3vbGA,Air Crash Investigation,237000,32837060,43,1072,1
aviation,UCreL3-VVqFwHquQNM-4Pa0Q,Planes and Aviation,32,6714,10,180,0
aviation,UCtoxRd-13MOtojKSsxfOh9A,Aviation Simplified,8,506,4,168,0
aviation,UCIJJpvIbuRV1yRoH-tMHBeg,Aviation Decoded,5,1077,27,20,0
aviation,UC9m6460HrlW7269a1pnmgOA,Aviation Explained,6450,870010,30,708,1
aviation,UCWldwrYbWFAeBRoLjyM56Jw,Commercial Aviation Training,2180,112218,90,420,1
aviation,UC0QXWw0OiMnagIhdBn_fVPg,Smithsonian Channel Aviation Nation,662000,376266128,505,2112,0
aviation,UCeRxxz9ByOqdd8A-0iF_Idg,Mayday: Air Disaster,1090000,432398416,1421,2017,0
aviation,UCwpHKudUkP5tNgmMdexB3ow,Mentour Pilot,2460000,592459020,791,4164,0
aviation,UCD0vqYYrwvVRO38f-POIs_g,Easy Aviation,2110,1059984,335,829,1
aviation,UCeWSC2bsiaK82KqGrXPk8Kw,CaptEssar Aviation Academy,2980,348785,207,5318,0
aviation,UCCLrraeAaRbAi91qZgirbHA,The Aviation Encyclopedia,22,6643,10,209,0
aviation,UCX_lWqW9P7-p46DUri3tX9w,Aviation Analysis,851,42008,34,855,1
aviation,UCds3lTylNQCmx52RLxWHDVw,Take Flight Aviation,1890,1409627,1360,2247,0
aviation,UCfuSZ9WwBDlTy9Uc6t-tHwA,Aviation knowledge,15000,648789,63,2167,0
aviation,UCT2-gEXx2J58eKHIYjSztgg,Fly With Aviation ,4,423,10,36,0
aviation,UCK80Akz-r4Ec5cGao-lZ9Xg,FLIGHT LAB(aviation explained),18,5210,22,266,0
aviation,UCYE9kPttIDbjYICr-tYCuOA,IAI explains complex aviation investigations,8790,332327,35,866,1
aviation,UCMOQkZ0IMq1qb2XTC_yLlEQ,Plane Curious,77600,16572302,144,488,1
aviation,UCfz1PX_OTrVCKVgJRkoOYBw,Aviation Explained,3020,651276,20,127,1
aviation,UCTajKCUv8W2COlpwOlBFfHw,Dynasty Aviation,625,328498,222,1706,0
aviation,UCjHdGNtcbuSaJElfSjOeyRQ,VayuSa Aviation ,231,3524238,59,1231,0
aviation,UCHt_MOk-83BcfKE7fphiDvw,Aviation 2304,4350,153101,104,2121,0
aviation,UCpX0cr-cmika_Jg27U4nULw,Andrey Borisevich About Aviation,24200,2002403,53,1896,0
aviation,UC3x1YXps_WpkmKKazcMc3jA,Aviation Explained,1,385,4,98,0
aviation,UC7qq0cZVXUbyWvKLVRbPtIA,Aviation Theory,91600,5701887,56,1989,0
aviation,UCwq3dMHzgD1ICZY2n1KW9JA,Aviation Explained,0,157,2,130,0
aviation,UCatxPOzHkLml0obIp1OqnnA,Top 10 Aviation,36900,6857418,106,2249,0
aviation,UCZmx-qOXbzf-QfnIzqwcK_A,All About Aviation,234,134477,49,2174,0
aviation,UCfCNU6LWB66VR48V58d2KOg,Green Dot Aviation,603000,119209940,98,1755,0
aviation,UCjkK4jcHvEg0ON2xVlGrbDg,JET STANDARD - Aviation,29700,14698220,36,220,1
aviation,UC3h7MXNX-lS3dTR70mAnpEw,Aviation Factz,1960,15768,32,223,1
architecture,UCRHjxKLI-jq3QvjazMb_qWQ,WikiArquitectura,4480,349026,104,4753,0
architecture,UCrzcJ3DH49sZP4hh5M-4LOA,| The Essence of Architecture |,11,348,19,1437,0
architecture,UC30qUuC4FGTC_ixIk3VTtJA,Architecture Lesson,2410,85466,47,2279,0
architecture,UCmiV-SugkntY0SozGNzXuNw,Dissect Architecture,1700,201078,89,2546,0
architecture,UCGR2ARGee1yq6SkZiaF5OWg,Atlas of Architecture,28,1688,3,339,0
architecture,UCb_Icg66MxJptyUBxPkjTgQ,Architecture Knowledge Centre,636,22995,14,387,1
architecture,UCapzEjUWyv7H4GtPQrgybTQ,Balkan Architect,779000,102462456,1378,3553,0
architecture,UCdUGbVqhvhiOpwT4PhOcc3A,A for Architecture,1360,64632,6,394,1
architecture,UCf8b3rQ3whg50AyebKUDMzg,Architecture & Planning Exams Preparation ADDA,834,61442,148,1116,1
architecture,UCB7XimFURxW4dM7p8uKk2fA,4site architects,1720,175484,24,3445,0
architecture,UCSMCpQ7iS_1Kb_UvNIQbOKQ,ARCHITECTURE EXPLAINED,12,6605,8,227,0
architecture,UCJPWOj0yhaYoT9cC0KFIihQ,One Minute Architecture,6270,309953,114,4277,0
architecture,UCqm7y09eVSJkFICHNpQqaBA,ArchitectureTV,25000,1179632,103,2031,0
architecture,UCjtCYE9XRBLqT9VONlt_L8w,All about Architecture ,6,1433,5,487,0
architecture,UCkLgBbcoOKl6Yh35pOZRYUg,c.w.architects,352,11702,29,2167,0
architecture,UCyFBJKHhgPlowIebUstz58A,TRIKON ARCHITECTS,1930,176754,98,3721,0
architecture,UC4pSJqIAudvQlx_cPqgVM9A,tHE gRID Architects Research and Design Studio,38500,484838,45,2351,0
architecture,UCUh_tK4uuUWAzJ_OkdsgzXA,A to F in Architecture,10,4008,21,372,0
architecture,UC3UmVFndUEuS86rDaFAiVzQ,Architecture Zone,8,182,1,90,0
architecture,UCvwQc9UF0tHGGln7TtaHgIw,Jay Jung Architect Inc. ,1290,85059,58,5401,0
architecture,UCMmoSxi4-rLVKi-E3qFy9IA,Passive House School with Anton,2060,122506,30,1218,1
architecture,UCsMtgr38wPby5SAEw88ISMQ,Architect of the Capitol,22900,7068324,95,5881,0
architecture,UCxDxA3ke1qb0SQCUiTQdMHw,Hudhud Architecture,1070,472074,184,1847,0
architecture,UCc_ji0t5u4fjgAqcO0WOh7Q,Architecture & Interior Design Basics,20,2597,9,2169,0
architecture,UCTsi_gu29mXv9ZIA2pvyfzw,Architecture Explained,192,44058,6,3445,0
architecture,UCa74Z8s4tpDP8tEH_pI1A7w,History of Architecture Archive,4,875,23,185,0
architecture,UCMIGs_-XyNYC-lCDe8stlhQ,9 yards architecture,2620,124691,8,4608,0
architecture,UCpv2CIcjCwnIZJ002f2n5kA,architecture basics ,5,1855,2,311,0
architecture,UCu59CqKvV1_P3o2-c67yrHw,Architecture Amy,2620,364573,234,750,1
architecture,UCYOdyBhrS0gnsczydI1COQQ,architecture explained ,6,566,7,912,0
architecture,UC3TmLmlCLjJ7IBvYJQC1EnA,Architecture Attack,7060,609329,138,2223,0
architecture,UCYAm24PkejQR2xMgJgn7xwg,Stewart Hicks,700000,101354115,161,7013,0
architecture,UCH3JQjxgsC0nwWfkn5YySuw,Architecture Atlas,20,1339,30,23,0
architecture,UC-5QOiG5MNwZNvMUESgthhg,Global Techniques Of Architecture,6330,376658,135,3007,0
architecture,UC8kmK7NIn7MY5xZFxDA5oGw,Surviving Architecture,320000,15772909,208,3359,0
architecture,UCnTfZCwxP_VDx_NSyNLugaQ,Architecture Basics,517,37906,31,6739,0
architecture,UCypU5b3aNT2nIYTZ3sgW0Nw,Courseasy Architecture,0,22,10,90,0
architecture,UCPkRLk3Lfak0Xaj8d8d8DEA,History and Theory of Architecture,1660,126714,133,5455,0
architecture,UCRAlJK92HX_ZencjlnTUrwQ,All Eyes on Architecture ,11,1113,11,5407,0
architecture,UC7p8asnpomjWSHz6nyj3Sig,Architecture Skills,27900,2259448,188,6597,0
architecture,UCjohqy-276rXfX24CNstATQ,Architecture Explained,22,1601,6,946,0
architecture,UCFnEuwHG8EDDsx8h5wrLiAA,Dr. Mahtab | Architecture & Design,232,33642,66,325,0
architecture,UCUKqYy7WmbxRNcOhkQJUsBQ,MG Architects,41,12514,40,2686,0
architecture,UCwqzrT-1rgeT8uq6Y0Us62Q,Plan Architecture,218,20673,52,1112,0
architecture,UCurpx9p-ZGuzTwg5IakZdPg,Onebulb Architecture Studio,5380,316217,22,1624,0
architecture,UCr4QZ-X0WhwrwMc7VUMsg3A,Architectural Journey,2710,92416,9,912,1
architecture,UCL2e_yPs0IN60XWmURjHdqA,Arcmax Architects,14100,2217302,431,3696,0
architecture,UChJ-YB-1jKYAOeIkaIwZfuA,Architecture Opinion,61500,6350641,742,2196,0
architecture,UCSaudXqrC1mi2pqSUdJVjsQ,Masterworks of Architecture,41,4186,10,411,0
architecture,UCEhcdKPHkPzlvEfPVyYSirw,Everything Architecture,1940,239024,249,1559,0
math,UCHrvS2SPouyKG2OKUqh6N_w,Mathematics Analysis,2600000,409350743,7681,3434,0
math,UCUTNDmdpwVait-fg2Nv2ajQ,The daily Dose of Mathematics,1170,151761,1204,4376,0
math,UCioAjXocj5EAqZ7FFVYFtaA,Indian Mathematical Class,110,2863,33,2887,0
math,UCQLu9FjXUJvejkRwAbD82uw,Fantasy Mathematics,217000,2498014,225,1185,1
math,UCT9Fyqn0izh-wX-wDzKBwAA,Mathematical Visual Proofs,254000,62895405,616,1954,0
math,UCKo9qYvg8ELZOXzXEG6Ft6A,NEW TRACK MATHEMATICS VIDEO,6090,617206,1401,2207,0
math,UCbqolwb-nsMbrGEmBKS_9VQ,Mathematics with Hiten kanani,246,6717,37,1890,0
math,UCZgHOeJBfMKOZ5PMlZysy8Q,Harvard Mathematics Department,77900,3812101,195,4232,0
math,UCzgkUjXORhv7cHzEmVgSB5w,Vikas Guru mathematics analysis•90k views• 1hrs,8590,1673948,2351,2865,0
math,UC5Jir-ThDy574QE0EmXaAoQ,Visualizing Mathematics,65,14448,13,208,0
math,UCHM3UZQczPkkbGcyXLrbDBA,Mathematics Visually Explained,25,1198,4,2172,0
math,UCJtBQJWk6gHyFmSekTNR6Jg,Rajendra Concept of Mathematics,5170,660126,759,2217,0
math,UCcdlZGFCT-pJv3-SQwAQ-5Q,Mathematics Class VII,1420000,184428161,790,3200,0
math,UCL3mWFC5bcO1U8cYnZbIW0A,Mathematics MadeEasy,212,6241,205,4096,0
